id,articulo,clase
61,Dominicano Piñero gana oro en doble fosa y clasifica a Panam El dominicano Sergio Piñero se clasificó para los Juegos Panamericanos de Toronto 2015 al obtener la medalla de oro en la modalidad doble fosa del XI Campeonato de Las Américas de esa disciplina que se celebra en Guadalajara  México.Piñero libró una dura batalla con el estadounidense Ian Rupert  al que derrotó en la ronda final 28 platos rotos a 26  para quedarse con la presea dorada.En la fase eliminatoria  el tirador dominicano terminó con 140 platos rotos contra 138 de Rupert y 141 del también estadounidense Derek Haldeman.La primera final quedó 28-28 entre Piñero y Rupert  pero en la segunda  el quisqueyano se llevó el triunfo 28-26.En la regular  los también dominicanos Elvin Rogers ocupó el lugar 19 al tirar para 123  mientras que Henry Tejeda finalizó en el puesto 30  con 103.Por equipos  la República Dominicana terminó en el sexto lugar. Estados Unidos se quedó con la medalla de oro  mientras que Guatemala logró la plata  y Colombia el bronce.Con su actuación de este viernes...,si

62,Cristiano logra otro récord: 15 goles en ocho jornadas El portugués Cristiano Ronaldo  delantero del Real Madrid  logró ayer tras el partido contra el Levante  un nuevo récord en su trayectoria  haber marcado quince tantos en los ocho primeros partidos de Liga.El atacante luso  que anotó dos dianas frente al equipo valenciano  supera la marca que tenía el delantero del Oviedo Esteban Echevarría  quien logró catorce en la campaña 1943-44.Cristiano Ronaldo ha marcado la mitad de los goles de su equipo (30) tras anotar ante Córdoba (1)  Atlético de Madrid (1)  Deportivo (3)  Elche (4)  Villarreal (1)  Athletic (3) y Levante (2).Echevarria  que militó en el Oviedo entre 1942 y 1950  marcó en su carrera un total de 67 goles en Primera División  seis en Segunda y nueve en la Copa.Curiosamente cinco de ellos los consiguió en la victoria del Oviedo en el estadio de Buenavista ante el Real Madrid (7-1)  el 21 de diciembre de 1947.En aquella campaña 1943-44  Echevarría logró un total de 25 tantos  dos menos que el valencianista Mundo  a la postre...,si

63,Los cuadrangulares que han concluido series post-temporada Cuando Travis Ishikawa conectó el dramático cuadrangular que clasificó a los Gigantes de San Francisco a la Serie Mundial  se unió a un club reducido que han marcado el final de una serie post-temporada con un batazo fuera del parque.Un total de 48 partidos de playoffs se han decidido con un cuadrangular que ha dejado un equipo en el terreno. De esos  nueve marcaron el final de una serie. Hoy recordamos esos batazos.Bill Mazeroski  Juego 7 Serie Mundial de 1960  Pittsburgh: Los Yankees habían sobreanotado a los Piratas 46-17 en los primeros seis juegos de la Serie Mundial  y a pesar de eso la misma llegó a un partido decisivo. Ese último encuentro estaba 9-9 en la conclusión del noveno cuando Mazeroski conectó su famoso estacazo contra Ralph Terry para darle la corona a los Piratas. Fue la primera vez que un Clásico Otoñal terminó con un equipo quedando en el terreno fruto de un cuadrangular.Chris Chambliss  Juego 5 Serie de Campeonato 1976  Yankees: Con la pizarra 6-6 en la conclus...,si

64,Como nació la frase: El juego no se acaba hasta que no termina El viernes tres de octubre de 1947  en el cuarto partido de la Serie Mundial celebrada en el Ebbets Field  de Brooklyn  una multitud de 33 443 fanáticos fueron testigos de uno de los más grandes partidos celebrados en los clásicos del famoso certamen cuando el lanzador de los Yanquis de Nueva York  Bill Bevens  llevó a los Dodgers hasta la novena entrada sin permitir hit. El partido se encontraba 2-1 favoreciendo a los Mulos  equipo que había anotado sus dos carreras en la primera y en la cuarta entrada  mientras que los Dodgers marcaron la suya en el quinto acto tras dos transferencias  un elevado de sacrificio y un rodado al cuadro.Al cierre del noveno acto el partido continuaba 2–1  entrada que fue iniciada por Bruce Edward  quien falló con elevado profundo al bosque izquierdo  el siguiente bateador  Carl Furillo  recibió boleto y en su lugar corrió de emergente el novato Al Gionfrido. El segundo out de la entrada lo entregó Spider Jorgensen  con un elevado al infield  el turno l...,si

65,Combinaciónde doble matanza El anuncio de los jugadores importados de los Tigres del Licey indicó que iniciarían el torneo con una combinación alrededor del segundo cojín compuesto por el nicaragu¨ense Elmer Reyes en el campo corto y el colombiano Dilson Herrera en la intermedia.Nunca en la historia del centenario club había ocurrido algo semejante y el hecho prueba que todo evoluciona incluyendo el pasatiempo nacional.Los Tigres han tenido desde el inicio del béisbol invernal la presencia de excelentes jugadores de ambas posiciones  razón que provoca desempolvar archivos  que en la era digital realmente no acumulan mucho polvo  para conocer los precedentes al respecto. La relación de nativos e importados  estos antes se consideraban refuerzos  ha variado en el transcurso de los años y desde hace bastante tiempo son jóvenes emergentes dominicanos los que dan brillo a los torneos  la mayoría con cortas participaciones debido a que su posterior consagración en la ligas mayores los colocan en situaciones que fren...,si

66,Adopaso anuncia el XII Mundial de Caballos Paso Fino La República Dominicana  a través de la Asociación Dominicana de Caballos de Paso (Adopaso)  organizará la décimo segunda versión del Mundial de Caballos de Paso Fino del 19 al 22 de noviembre del 2015.La información fue dada a conocer por el señor Gaetano Pellicce  presidente de Adopaso  quien informó que el certamen mundialista se llevará a cabo en el Centro Ecuestre Palmarejo.El máximo directivo de Adopaso informó que la República Dominicana adquirió la sede para montar la décimo segunda versión del mundial de Caballos de Paso Fino en la asamblea celebrada en el 2012 en Miami y ratificada a principios de este año. El evento es organizado por Adopaso en coordinación con la Confederación de Caballos de Paso  que preside el dominicano Mario Heinsen.Gaetano señaló que para el mundial se espera la participación de ocho países y verán acción unos 250 animales. Indicó que se competirá por edades  trocha  trote y galope  performance  dueños montando  así como el banquete (clase profesion...,si

67,Ecuestre escoge el equipo va a Veracruz La Federación Dominicana de Deportes Ecuestres (FDDE)   desarrolló una serie de competencias  pre-clasificatorias del equipo de República Dominicana  que participará en la XXII  edición de los Juegos Centroamericanos y del Caribe  programados del 14 al 30 de noviembre en la ciudad de Veracruz  México y en las subsedes  Boca del Río  Xalapa  Tuxpan  Córdoba y Coatzacoalcos.En una selectiva abierta a 9 jinetes  resultaron escogidos por su destacada actuación Héctor Florentino  Manuel Fernández Haché  Juan José Bancalari y la amazona María José De la Torre  quienes serán los titulares  que representarán al país en el referido evento internacional; en rol de suplente  Manuel Bancalari.Pruebas exigentesLa ruta de las canchas responde al talento desafiante e innovador del reconocido y afamado diseñador de clase mundial  el jinete venezolano Leopoldo Palacios Jugo  que durante la semana del 6 al 10   marcó la pista con las exigencias y el rigor que establece la Federación Ecuestre Interna...,si

68,El deporte visto a través del lente por los Calvo Durante años Raúl y Victor Calvo han visto el deporte a través del lente y acercado a la afición con sus mejores imágenes. La pareja de padre e hijo  que ha sido  testigo de primera línea de los principales acontecimientos  pusieron en escena lo que han sabido hacer a lo largo de sus vidas: plasmar grandes momentos.El pasado miércoles  se abrió la exposición benéfica “Batea Por Un Sueño” de ambos fotógrafos junto a la gerencia de la Plaza Sambil en Nivel Feria de ese establecimiento comercial  con alrededor de 150 fotografías de las jugadas más impactantes realizadas durante la temporada de béisbol profesional invernal 2013-2014  a beneficio de la Fundación Sociedad Infantil Ayúdame a Seguir.Victor Calvo  uno de los expositores de la actividad  dijo que no reparó en aceptar formar parte de esta actividad  debido a que la misma tiene como objetivo recaudar fondos para una justa y noble causa.“Simplemente con decirme el motivo  y que  los niños de la Asociación Infantil van a recibir ...,si

69,La FARD hará plan piloto en el deporte El mayor general piloto Elvis M. Féliz Pérez  Jefe de la Fuerza Aéra Dominicana  se reunió con 17 presidentes de Federaciones Deportivas con quien inició la discusión un “Plan Piloto” para captar talentos dentro de los estudiantes del colegio Perpetuo Socorro  ubicado en la Base Aérea de San Isidro y de zonas aledañas en el municipio Santo Domingo Este.La actividad contará con el respaldo del Ministerio de Deportes. En los próximos días se tiene planificado realizar otra reunión de coordinación para seguir armando el “muñeco”  el cual ya goza de la aprobación de muchos sectores del deporte.El alto oficial afirmó que entre los alumnos de las diferentes escuelas se pueden contar unos 5 000 estudiantes.En el Plan Piloto se estará detectando talentos en Boxeo  Racquetball  Judo  Karate  Atletismo  Natación  Baloncesto  Tae Kwon Do  Voleibol  Tiro al Plato  Tenis de Mesa y Tiro al plato.También Tenis de Mesa  Softbol  Levantamiento de Pesas  Golf  Ajedrez  entre otros.El deportista  José...,si

70,Taveras tiene trabajo agenda en el invierno Una que otra vez  Oscar Taveras ha reiterado que inmediatamente inicie su invierno  empezará un régimen de ejercicios  pesas y entrenamiento físico en general. Ya llegó la hora  con la eliminación de los Cardenales a manos de los Gigantes de San Francisco.El primer año del dominicano en Grandes Ligas con San Luis no fue lo que la gente tenía previsto para el prospecto número 1 del equipo llegando al 2014.Un lento comienzo de Taveras en su carrera con el equipo grande  lo cual resultó en el novato no adueñarse del jardín derecho  fue seguido por un septiembre mucho mejor con el madero (promedio de .295 y porcentaje de embasarse de .340).En la postemporada  el oriundo de Puerto Plata hizo algo que no es nada fácil  sobre todo para un jugador acostumbrado a ser titular toda su vida: Batear como emergente  y en situaciones de suma presión en el calor de la postemporada.Aunque su último turno fue doloroso para él y para su equipo-un rodado de out con las bases llenas y el Juego 5 de la S...,si

71,Ishikawa pone a Gigantes en Serie Mundial con HR Un jonrón de tres carreras de Travis Ishikawa en el noveno inning le dio a los Gigantes de San Francisco dramática victoria de 6-3 sobre los Cardenales de San Luis la noche del jueves  y el boleto a la Serie Mundial de béisbol ante los Reales de Kansas City.Los Gigantes le ganaron 4-1 a Cardenales la serie al mejor de siete juegos y se coronaron campeones de la Liga Nacional por 23era. ocasión en su historia y cuarta desde el 2002.El partido marchaba empatado 3-3 en el cierre del noveno episodio con el astro de los Cardenales Michael Wacha en el montículo  en desacostumbrada función de relevista.El derecho de San Luis fue saludado con sencillo al centro del venezolano Pablo Sandoval y tras sacar un out  dio boleto a Brandon Belt  para dejar la escena lista para el largo batazo de Ishikawa por el jardín derecho  que dejó al campo a los Cardenales y convirtió en una casa de locos el estadio de San Francisco.Los Cardenales amenazaron seriamente en la parte alta del noveno cuando  con d...,si

72,Leones no lucen tan fieros en el comienzo Al menos en las primeras semanas y por lo que se ve en el papel  los Leones del Escogido  el más temible equipo del circuito en los últimos cinco años  no le meterá miedo a nadie.Las ausencias por diversas causas de Starling Marte  Mauro Gómez  Gregory Polanco  Erik González  Jorge Polanco  Pedro Ciriaco  Eury Pérez  Fernando Tatis y otros  ha diezmado sensiblemente el núcleo escarlata.No obstante  nadie debe sentirse confiado por ello porque saben como cotejar la carga en el camino.Con una situación similar se encontró el gerente Moisés Alou y su nueva directiva cuando adquirió al Escogido unos meses antes de comenzar la temporada de 2010-2011.En esa ocasión adquirieron mediante cambios a Mauro Gómez y Starling Marte  quienes se convirtieron en la espina dorsal del club junto al norteamericano Conor Jackson  el mejor de todos los importados contratados desde entonces.En la medida en que el campeonato avanzaba la directiva fue abriendo la cartera para agenciarse los servicios de qui...,si

73,Gustavo Núñez pone a brillar a las Estrellas Las Estrellas Orientales comenzaron bien haciendo honor a su slogan “haz que suceda”. Gustavo Núñez hizo brillar a las estrellas  tras disparar jonrón decisivo y doble productor para empujar cuatro de las cinco carreras que los Orientales necesitaron para vencer a domicilio 5-4 a los Toros del Este  en el partido de apertura del torneo de béisbol otoño-invernal dominicano que honra a Pilindo Bonetti.Con el parque lleno a toda capacidad  Núñez despachó jonrón con un corredor abordo en el octavo que pasó bien alto por la verja del prado izquierdo en el octavo acto y contra los envíos del relevista debutante importado de los Toros  David Purcey para definir la victoria de las Estrellas que ganan por cuarto año seguido el primer encuentro de una temporada a sus rivales regionales y de la Serie de la Caña.Aunque los Toros picaron delante con tres anotaciones en el tercero con un doble remolcador de dos de Matt Hague.Todo parecía relativamente fácil para los Toros que tenían en el montícu...,si

74,Multitud recibe al campeón mundial Juan Carlos Payano Una avalancha de seguidores que se sumaron a familiares  cronistas  camarógrafos y fotógrafos dio un gran recibimiento al dominicano y flamante campeón mundial de la Asociación Mundial de Boxeo (AMB)  Juan Carlos Payano  quien arribó ayer por la tarde al país  vía el Aeropuerto Internacional del Cibao  procedente desde Miami.En medio de un tumultuoso ambiente -en donde hubo varios empujones- provocado por la mínima organización que se hizo para su llegada  Payano -monarca universal número 21  que ha tenido la República Dominicana en el deporte del arte de fistiana- se mostró muy emocionado cuando al fin pudo abrazar y besar a su esposa  madre e hijos.Aún estando abrumado por el fuerte asedio  el boxeador dio breves declaraciones a la prensa.“Estoy súper contento de llegar a mi patria y ansioso por compartir con la gente que me vio nacer desde hace mucho tiempo”  dijo el vegano de guardia zurda.“Estaba esperando este momento desde hace más de dos semanas porque anhelaba ver a mi fami...,si

75,Dedican Ceremonial a Bartolo Colón El Pabellón de la Fama del Deporte Dominicano dedicará al lanzador Bartolo Colón  el XLVIII Ceremonial de Exaltación del próximo domingo  a celebrarse en el Auditorio Pabellón de la Fama  a partir de las 10:00 de la mañana.La dedicatoria del acto es  en  reconocimiento al logro obtenido por el nativo de Altamira  Puerto Plata   al convertirse  en el tercer lanzador dominicano con 200 o más  victorias en las Ligas Mayores  y en sólo el quinto serpentinero latinoamericano que logra tal distinción en la historia  entre los cuales figuran  Juan Marichal  ganador de 243 juegos  y otro futuro inmortal Pedro Martínez  quien obtuvo 219 triunfos. Dennis Martínez (245 ganados)  de Nicaragua  y el cubano Luis Tiant (229) son los otros restantes latinos con 200 o más victorias.Colón  un ganador del premio Cy Young como mejor lanzador de la Liga Americana en el 2005 cuando cosechó 21 triunfos con los Angelinos de Anaheim  tuvo otra campaña exitosa de una carrera de 17 temporadas en liga mayor.  ...,si

76,El campeón dice que título del año pasado queda atrás Si cree que los Tigres del Licey se sienten realizados por ganar el título de campeón el año pasado debe pensarlo otra vez.Y no solo los fanáticos del equipo azul se expresan así. Sus máximos ejecutivos están conscientes de que  como reza una famosa canción interpretada por José José  “ya lo pasado  pasado”.“El hecho de que hayamos ganado el año pasado no nos suma nada. Vamos a comenzar todos en cero y cero. Creo que debemos hacer una mayor labor que en el torneo pasado porque éste va a ser mucho mejor” dice el presidente de los Tigres  Miguel Guerra.Por el mismo estilo van las declaraciones del gerente general  Manny Acta  quien debutó en esas funciones al conducir al equipo a su primera corona desde la temporada de 2008-2009.“Haber terminado con la sequía quita algo de presión  pero aun así cada año es un reto nuevo y no se puede vivir del pasado”  agrega Acta  cabeza de un grupo de operaciones de béisbol que brindó resultados inmediatos al club.Acta define cuál será el plan de tr...,si

77,Fields pone a brillar a Estrellas Orientales Las Estrellas Orientales volvieron a dar destellos de resplandeciente luz.El infielder Matt Fields conectó un batazo en el canal entre left y center para empujar la carrera ganadora  mientras el abridor Richar Bleier se combinó con cuatro relevistas para llevar a las Estrellas Orientales a una victoria 4-1 sobre los Leones del Escogido  en partido celebrado en el parque Quisqueya.Los Orientales lograron su segunda victoria del torneo que rinde honor al fenecido don Carlos Manuel (Pilindo) Bonetti  mientras que los Leones emparejan su marca en 1-1.El pitcher abridor Bleier (1-0) sorteó 5.0 entradas  de seis hits  una carrera  tres ponches y cedió una base para acreditarse la victoria  mientras que Wirfin Obispo  laboró un episodio de un hit y se anotó su primer rescate. Por los Orientales también salieron al montículo Esmerling Vásquez  Chris Rearick y Luis Perdomo. Perdió Andre Rienzo (0-1)  quien tuvo una faena de 5.0 entradas  cuatro hits  dos carreras  una de ellas limpia  dio un...,si

78,Ceremonial Pabellón de la Fama El Pabellón de Fama amplió hace varios años sus salones  pero hoy a las 11:00 AM se estremecerán sus instalaciones al abrir sus puertas a una de las cuadrillas más excelsas de todos sus ceremoniales.Esta vez  en la versión 48 dedicada al lanzador Bartolo Colón  entrarán al salón del honor del Deporte Dominicano “reales gigantes” para ser inmortalizados para honra propia  pero muy en especial para honra del deporte dominicano y para muestra que más se le podría exigir a un lanzador que pertenece al grupo de ganadores de 20 en una campaña en Grandes Ligas y con más de cien victorias en total. Un propulsor que durante más de dos décadas fue pieza central del engranaje de desarrollo del deporte dominicano concluyendo su carrera de forma contundente con la celebración de los Juegos Panamericanos en el país en 2003.A ellos se suma una mujer aguerrida que abrió el camino a las grandes conquistas femenil dentro del deporte individual  con medallas de oro Centroamericana y del Caribe  así co...,si

79,Hanson  Hague y Villanueva conducen a Toros frente AC Alen Hanson anotó cuatro veces  Matt Hague ligó tres hits con dos remolcadas y Elih Villanueva lanzó tres entradas en blanco como relevista para guiar a los Toros del Este (2-1) a una victoria con pizarra de 7-4 sobre las Águilas Cibaeñas (0-1) en el partido celebrado anoche en el estadio Francisco Michelli de la ciudad de La Romana correspondiente al torneo de béisbol otoño invernal.Los Toros  que perdieron siete de 10 partidos frente a los aguiluchos en el torneo pasado  se anotaron su segunda victoria seguida tras caer vencidos en la jornada inaugural.Hanson se embasó en cuatro de cinco veces al plato con dos imparables y dos boletos  Hague bateó de 5-3 y Villanueva (1-0) se anotó el triunfo.En tres entradas cedió dos hits con cuatro ponches.César Cabral (0-1)  el tercero de nueve lanzadores utilizados por las Águilas  cargó con la derrota.Las carrerasLos Toros marcaron dos en la primera entrada frente a los envíos de Lorenzo Barceló con sencillo remolcador de Hague y un doble ro...,si

80,De Paula tira bien y los Gigantes blanquean al Licey El lanzador zurdo José De Paula tiró cinco sólidas entradas guiando a los Gigantes del Cibao a una  apretada victoria de tres carreras por cero sobre Los Tigres del Licey  en la apertura en esta ciudad del torneo de béisbol profesional dominicano  dedicado a Pilindo Bonetti.De Paula estuvo intransitable en los cinco episodios que trabajó  permitiendo tres incogibles  no concedió bases por bolas y ponchó a cinco.El relevo de los Gigantes estuvo efectivo  trabajando cuatro entradas  sin permitir anotaciones  con cuatro ponches.El lanzador derrotado fue el importado Asher Wojciechowski quien enfrentó 14 bateadores  tres imparables  una carrera y cuatro ponches.El derecho Ramón Ramírez se adjudicó su primer salvamento de la campaña al enfrentar en la novena a tres bateadores sin permitir hit y ponchó uno.Los  Gigantes anotaron una carrera en el segundo episodio cuando Robinson Díaz logró embasarse por error del antesalista Diory Hernández  Enmanuel Burriss ligó doblete al prado derecho ...,si

81,Serie enfrenta experiencia contra los rostros nuevos Alex Gordon  Lorenzo Cain y los Reales de Kansas City jugaron una pelota perfecta para barrer hasta ahora en los playoffs. Además  hace poco arrollaron a Buster Posey y sus Gigantes en la temporada regular.¿Por qué  entonces  este grupo que conquistó los corazones de los fanáticos en Estados Unidos no es favorito contra San Francisco en la Serie Mundial?“Cuando analizo a los Reales  veo a un equipo que está en una racha increíble. Han tenido algo de suerte de su lado  ya que todo lo que hicieron les salió bien”  comentó Johnny Avello  encargado de la casa de apuestas deportivas del casino Wynn en Las Vegas.“Pero no me convence todo eso de los ‘encantadores’”  agregó el viernes. “Tengo que contemplar todo y decidir cuál es el mejor equipo  y esos son los Gigantes”.Ya veremos qué sucede en esta Serie Mundial que comienza el martes  cuando los experimentados Gigantes visiten a los bisoños Reales en el estadio Kauffman de Kansas City.Se trata de un par de equipos con bullpens dominantes...,si

82,Leroux y López dominan previa autos y de motos Los pilotos José Ricardo Leroux en automovilismo y Persio López en motociclismo dominaron las clasificaciones celebradas en el Autódromo Mobil 1 con miras al Gran Premio Toyota de autos y motos.Leroux fue el mejor en la máxima categoría DTS al registrar tiempo de 1:25.986  desplazando de la primera posición al norteamericano Chip Herr  quien tuvo que conformarse con la segunda posición. Herr marcó tiempo de 1:26.202  mientras que Juan Carlos Leroux quedó tercero con tiempo de 1:26.547  Jorge Leorux completó la segunda fila al marcar tiempo de 1:26.671.Persio López marcó el tiempo más rápido de la tarde en el evento de motociclismo  ocupando la primera posición de la categoría Súper Bike con 1:17.653  dejando en la segunda posición al líder del campe- 11111onato Emilio Peña que tuvo un crono de 1:18.016. Waldis Veras quedó tercero al registrar 1:19.347.Jacky Khawly de Haití  volvió a dominar la categoría RS al parar el reloj en 1:29.436  mientras que César Santana quedó segundo con 1...,si

63,Los Leroux y López se imponen en Gran Premio Los hermanos José Ricardo y Jorge Leroux se impusieron en automovilismo y Persio López triunfó en el motociclismo del Gran Premio Toyota celebrado en el Autodromo Mobil 1.Jose Ricardo Leroux se impuso en la primera carrera de la DTS haciendo un punta a punta desplazando a la segunda posición al norteamericano Chip Herr  quien con este resultado aseguró el campeonato 2014 de la máxima categoría. Leroux tuvo que emplearse a fondo para resistir el ataque de Herr quien se mantuvo pegado del bumper trasero todo el tiempo. La tercera posición de la primera carrera correspondió a Jorge Leroux. En el segundo encuentro del día  Jorge Leroux fue quien logró alzarse con la victoria teniendo como escolta a su hermano José Ricardo  en la tercera posición quedó el veterano Máximo Sarraf quien retornó al automovilismo dominicano y de inmediato visitó el pódium.Persio López ganó el duelo de la Super Bike en una fuerte lucha con Emilio Peña y Waldis Veras  Lopez obtuvo un segundo lugar en la primera...,si

64,El COD recibirá inmortales  también al equipo de voleibol El Comité Olímpico Dominicano (COD) ofrecerá este lunes un homenaje a los siete nuevos inmortales  en el marco del tradicional almuerzo para recibir a los que serán llevados a la eternidad deportiva.El COD también anunció que a la actividad asistirán como invitadas especiales las integrantes del equipo nacional de voleibol femenino que acaba de tener una épica participación en el Campeonato Mundial de Voleibol.El almuerzo está convocado para las 11 de la mañana y el mismo estará acompañado de una charla  informa una nota de la Oficina de Prensa del COD.“El Comité Olímpico (Dominicano) se siente muy orgulloso de recibir en su sede a los nuevos inmortales y queremos hacer de esta ocasión un acto muy especial por la calidad de las personalidades que en esta ocasión entran a la inmortalidad deportiva  especialmente nuestro José Joaquín Puello  un gran propulsor de la filosofía olímpica en todas sus manifestaciones”  dijo Luis Mejía Oviedo  presidente del COD a través de la nota.Los  ex ...,si

65,Murray conquista título número 30 Andy Murray ganó su segundo título en tres semanas al imponerse en Viena el domingo y mejoró sus posibilidades de clasificarse para el torneo final de la ATP.El británico  undécimo en el escalafón del mundo  superó una desventaja inicial para superar en la final al español David Ferrer 5-7  6-2  7-5 en un final intensamente disputado.“Siempre se siente uno bien al ganar un torneo”  comentó Murray. “El tercer set  especialmente  fue muy de ida y vuelta y por eso resultó muy duro. Atiné a ser un poquito más consistente hacia el final  un poquito más agresivo”.El escocés  segundo preclasificado  mejoró a 30-14 su foja en finales. Venía de ganar en septiembre para poner fin a una sequía de títulos de 14 meses.Murray es apenas el quinto jugador activo con 30 o más títulos junto con Roger Federer (81)  Rafael Nadal (64)  Novak Djokovic (46) y Lleyton Hewitt (30).“Estoy orgulloso de haber ganado 30 torneos”  afirmó. “Cuando uno empieza no es algo en lo que esté pensando. Gané el primero a ...,si

66,Tamboril se corona campeón torneo nacional béisbol infantil Tamboril se proclamó este sábado campeón del Torneo Nacional de Béisbol Infantil Escolar  al derrotar 14 carreras por 9 a El Llano en el choque final y ante una animada fanaticada que se congregó en el play  número Dos del Centro Olímpico Juan Pablo Duarte.La victoria se la acreditó el relevista Carlos Collado  con juego salvado para Pablo Veras. Perdió Isamil González.Tamboril desató un ataque de 15 indiscutibles en el choque ante El Llano  sobresaliendo con el bate Alex Martínez quien pegó de 4-4  un doble y tres sencillos para remolcar dos vueltas y anotar tres; Frank Domínguez disparó doble y hit con dos anotadas  y Michael Veras dos sencillos con una anotada.Por El Llano  Isamil González de 4-4  entre ellos dos dobles  con dos anotadas y una producida; Nieris Arias  tres sencillos y dos anotadas; Junior Vitini de 2-1 con dos anotadas.Los hoy campeones no dieron tregua y barriendo a todos los oponentes para concluir invictos (7-0)  a lo largo de la serie final y en la que se enf...,si

67,La virtud de estar atentos Para conectar con la gente hay que poner atención. Las empresas  organizaciones  marcas o individuos que quieren empatizar con sus audiencias y establecer relaciones armoniosas con ellas  deben identificar cuáles cosas les importan  les emocionan  les preocupan  les motivan.En esencia  esa es la razón de ser de las relaciones públicas: crear vínculos a través de esa identificación para lograr que algo o alguien goce de la aceptación y buena valoración del público.Son diversos los recursos que se emplean para alcanzar ese objetivo. La comunicación es uno de ellos  pues complementa y dimensiona la acción. Pero ambas cosas  acción y comunicación  deben de realizarse de manera estratégica.Reconocer el momento y la forma adecuada de actuar es necesario para poder causar el efecto deseado.Por eso  reitero  la importancia de estar atentos.En estos días  un lamentable suceso ha causado la indignación de los dominicanos.La muerte de 11 niños en el Hospital Robert Reid Cabral durante un fin d...,si

68,Equipos por dentro ÁGUILAS.- Willy García y Keury de la Cruz (quien salió lesionado de una pierna en el partido del sábado en La Romana) serán los encargados de patrullar el jardín central hasta la llegada de Juan Carlos Pérez desde la Serie Mundial. El primer día frente a los Toros  Manny Ramírez no sacó la pelota del cuadro con tres elevados y un ponche. Ayer por lo menos dio una línea de out al jardín izquierdo... Ángel Castro se ha anotado 13 victorias en las pasadas tres series regulares... Nueve fueron los lanzadores utilizados por el dirigente Andy Barkett en la derrota del sábado en el Francisco Michelli... Las Águilas Cibaeñas concedieron el permiso a los Cardenales de Lara del béisbol venezolano a titulo de préstamo para que Héctor Luna vea acción con ese equipo en la temporada 2014-2015. Ese es el que dirigente Félix Fermín y ha perdido siete de sus primeros nueve partidos.ESCOGIDO. El pitcheo de los Leones del Escogido tiene que ser revisado urgentemente  pues en el partido de anoche no pu...,si

69,Piñero gana oro en tiro doble fosa El dominicano Sergio Piñero se clasificó para los Juegos Panamericanos de Toronto 2015 al obtener la medalla de oro en la modalidad doble fosa del XI Campeonato de Las Américas de esa disciplina que se celebra en Guadalajara  México.Piñero libró una dura batalla con el estadounidense Ian Rupert  al que derrotó en la ronda final 28 platos rotos a 26  para quedarse con la presea dorada.En la fase eliminatoria  el tirador dominicano terminó con 140 platos rotos contra 138 de Rupert y 141 del también estadounidense Derek Haldeman. La primera final quedó 28-28 entre Piñero y Rupert  pero en la segunda  el quisqueyano se llevó el triunfo 28-26.En la regular  los también dominicanos Elvin Rogers ocupó el lugar 19 al tirar para 123  mientras que Henry Tejeda finalizó en el puesto 30  con 103.Por equipos  la República Dominicana terminó en el sexto lugar. Estados Unidos se quedó con la medalla de oro  mientras que Guatemala logró la plata  y Colombia el bronce.Con su actuación de este vierne...,si

70,Atlético y Sevilla ganan  Valencia baja al cuarto El Atlético de Madrid venció el domingo 2-0 al Espanyol  mientras que el Sevilla se impuso con idéntico marcador al Elche para tomar el segundo lugar en la liga española.Con 17 unidades por la octava fecha  los atléticos igualaron el puntaje del cuarto clasificado Valencia  que perdió 3-0 en cancha del Deportivo La Coruña en el primer cotejo de la tanda dominical.La victoria como visitante dejó al Sevilla con 19 puntos y escoltando al líder Barcelona  que el sábado le ganó 3-0 al Eibar y suma 22 unidades. El tercero de la tabla es el Real Madrid  con 18 unidades tras golear 5-0 al Levante.Tiago Cardoso inauguró el marcador por el vigente campeón Atlético a los 43 minutos  Mario Suárez amplió a los 71 y el equipo entrenado por el argentino Diego Simeone puso el cerrojo a partir de allí  atando su quinto triunfo del campeonato y manteniendo así el invicto en su estadio  donde no pierde en liga desde el 12 de mayo de 2013  cuando cayó 2-1 ante el Barsa.El Espanyol encajó un gol por pri...,si

71,Golovkin noquea a Rubio y retiene el título WBA El kazajo Gennady Golovkin detuvo el sábado por la noche al mexicano Marco Antonio Rubio en el segundo asalto de su combate  defendiendo el título de peso mediano WBA con su 18va victoria por nocaut.Golovkin (31-0  28 KOs) brilló en su breve debut en la Costa Oeste con un demoledor zurdazo a la frente. Rubio se desmoronó sobre la lona y no logró recuperarse a tiempo  poniendo fin a la pelea a los 1’19” del segundo round.Golovkin arremetió contra Rubio (59-7-1) en su duodécima defensa del título  y ya al comienzo del segundo asalto había hecho daño al mexicano con un derechazo y un gancho de izquierda.La alborotada multitud  que acabó con todos los boletos disponibles  coreó el nombre del boxeador kazajo entrenado en California  que se ha convertido en una de las estrellas más carismáticas del boxeo.“Sentí que le hice daño con la izquierda  y el gancho fue cuando se hizo mucho daño”  comentó después Golovkin. “Sabía que le tenía (...) Me alegré cuando se adelantó. Peleó al estilo mex...,si

